Id;Year;Country;Cash;Liquid_Assets;Gross_Loans;Total_Assets;Total_Deposits;Total_Liabilities;Total_Equity;Net_Interest_Income;NPL_s_Gross_Loans;Loan_Loss_Provisions_s_Gross_Loans;Net_Interest_Revenue_s_Total_Assets;ROAE;ROAA;Liquid_Assets_s_Total_Assets;Total_Equity_s_Total_Assets;NonInt_Ex_s_Avg_Assets;Total_Cap_Ratio;Rating_num;Rating
Id_063;2019;MEXICO;4.537,14;9.817,09;37.815,47;74.816,75;37.008,96;67.467,77;7.348,97;3.515,82;2,28;2,59;4,75;15,91;1,54;13,12;9,82;2,81;16,37;8;BBB+
Id_064;2019;MEXICO;7.861,73;22.060,49;65.887,66;112.892,59;63.010,70;101.507,57;11.385,02;6.908,44;2,21;2,91;6,21;24,10;2,37;19,54;10,08;3,15;15,61;8;BBB+
Id_065;2019;MEXICO;3.991,48;6.365,33;34.749,29;65.159,41;39.912,36;56.612,89;8.546,52;4.450,13;2,18;3,64;6,79;12,54;1,57;9,77;13,12;5,92;14,35;7;A-
Id_066;2019;MEXICO;3.300,11;5.948,86;40.124,47;60.909,99;37.926,74;54.855,74;6.054,25;3.634,19;1,64;1,98;5,89;24,24;2,36;9,77;9,94;3,43;18,55;8;BBB+
Id_067;2019;MEXICO;3.184,60;6.375,66;21.222,77;41.852,68;25.025,99;38.342,47;3.510,20;1.662,77;1,96;2,41;4,00;11,54;0,93;15,23;8,39;3,51;13,40;7;A-
Id_068;2019;MEXICO;1.572,85;4.894,85;13.186,61;20.232,40;8.743,00;14.970,88;5.261,52;1.229,45;2,13;2,92;5,82;6,71;1,77;24,19;26,01;2,46;17,95;9;BBB
Id_069;2019;MEXICO;1.770,65;2.630,10;9.548,61;12.601,80;7.721,36;10.924,14;1.677,66;661,22;0,94;0,38;5,40;18,74;2,39;20,87;13,31;2,82;16,13;10;BBB-
Id_070;2019;MEXICO;206,12;948,04;2.455,08;4.025,18;1.921,51;3.660,74;364,44;126,32;3,28;1,01;3,19;12,06;1,08;23,55;9,05;2,61;13,70;12;BB
Id_071;2019;MEXICO;2.010,47;4.152,51;21.922,19;30.945,65;17.120,34;28.126,98;2.818,67;1.237,82;2,37;1,63;4,22;9,62;0,90;13,42;9,11;3,22;13,69;8;BBB+
Id_072;2019;MEXICO;281,84;514,02;2.163,34;3.475,81;1.944,77;3.210,46;265,36;121,76;2,62;0,87;3,59;7,03;0,58;14,79;7,63;2,79;12,76;12;BB
Id_073;2019;MEXICO;1.881,13;3.961,12;1.319,47;6.468,71;2.490,21;6.089,59;379,12;81,44;2,13;1,13;1,41;15,89;1,04;61,24;5,86;3,71;15,10;11;BB+
Id_074;2019;PANAMA;0,32;65,05;704,27;867,14;291,05;791,52;75,63;16,18;0,90;0,11;1,92;5,78;0,52;7,50;8,72;2,28;13,52;11;BB+
Id_075;2019;PANAMA;0,06;7,63;16,20;30,75;19,80;26,36;4,39;0,13;0,00;0,00;0,54;23,26;4,01;24,83;14,27;33,41;19,29;10;BBB-
Id_076;2019;PANAMA;206,20;1.412,60;12.086,10;18.723,70;12.568,00;16.241,00;2.482,70;655,10;2,33;0,35;3,50;21,32;2,69;7,54;13,26;1,65;20,38;8;BBB+
Id_077;2019;PANAMA;727,10;4.047,40;16.854,60;23.965,10;17.234,60;21.043,90;2.921,20;1.293,90;3,28;2,27;5,54;14,23;1,77;16,89;12,19;5,19;12,94;10;BBB-
Id_078;2019;PANAMA;1,12;239,82;1.629,78;1.984,22;891,84;1.747,42;236,79;41,78;3,10;0,31;2,14;5,07;0,60;12,09;11,93;1,53;12,14;14;B+
Id_079;2019;PANAMA;199,30;980,30;7.706,30;10.127,60;7.162,80;8.993,30;1.134,30;332,10;7,53;1,66;3,36;6,12;0,69;9,68;11,20;2,10;12,76;10;BBB-
Id_080;2019;PANAMA;23,90;314,30;3.474,70;4.741,60;2.811,90;4.273,50;468,10;116,00;1,85;0,74;2,41;10,92;1,00;6,63;12,19;1,92;18,36;10;BBB-
Id_081;2019;PANAMA;219,90;3.338,20;4.461,90;10.823,40;9.446,90;9.921,90;901,50;283,10;3,08;0,23;2,84;19,17;1,74;30,84;8,33;1,50;16,05;9;BBB
Id_082;2019;PANAMA;0,04;331,07;189,85;938,77;755,73;897,80;40,97;8,72;0,08;0,53;0,98;18,29;0,67;35,27;4,36;0,56;4,36;9;BBB
Id_083;2019;PARAGUAY;147,73;212,46;808,86;1.076,55;913,88;979,79;96,76;34,05;1,61;0,39;3,37;25,21;2,26;19,74;8,99;3,02;8,99;12;BB
Id_084;2019;PARAGUAY;170,06;100,59;849,76;1.154,52;1.009,86;1.058,52;96,00;84,39;3,57;4,91;7,63;5,25;0,44;8,71;8,31;6,57;8,31;15;B
Id_085;2019;PARAGUAY;389,18;256,02;2.079,89;2.686,24;1.779,12;2.455,81;230,43;92,42;1,31;1,46;3,43;10,49;0,90;9,53;10,02;2,31;10,02;12;BB
Id_086;2019;PARAGUAY;449,14;775,91;2.046,18;3.300,74;2.189,78;2.834,46;466,28;112,68;1,81;0,58;3,44;16,46;2,25;23,51;14,13;2,71;14,13;12;BB
Id_087;2019;PERU;298,76;226,96;3.239,25;3.969,20;2.584,03;3.375,94;593,27;592,57;5,37;4,13;15,05;20,68;3,05;5,72;14,95;8,53;14,45;8;BBB+
Id_088;2019;PERU;4.626,84;4.554,20;2.025,82;9.961,96;7.409,90;9.127,17;834,78;473,67;2,23;0,45;4,97;42,88;3,61;45,72;8,38;3,74;12,73;7;A-
Id_089;2019;PERU;6.854,83;2.653,11;31.661,84;45.489,10;30.084,00;39.744,72;5.744,38;2.457,46;3,02;1,75;5,53;20,54;2,49;5,83;12,63;3,50;14,47;8;BBB+
Id_090;2019;PERU;4.550,79;4.273,67;16.365,43;23.041,91;13.408,27;20.053,32;2.988,59;1.327,99;3,72;2,94;6,14;15,94;2,03;18,55;12,97;2,93;15,64;7;A-
Id_091;2019;PERU;4.473,64;4.817,42;17.906,19;24.691,70;16.925,06;21.919,81;2.771,89;1.033,09;3,02;1,33;4,37;18,88;2,03;19,51;11,23;2,46;14,05;8;BBB+
Id_092;2019;PERU;2.337,14;921,44;10.994,32;15.792,00;10.525,15;13.971,65;1.820,35;864,67;2,60;2,63;5,76;21,97;2,44;5,83;11,53;3,14;15,15;8;BBB+
Id_093;2019;PERU;835,96;796,07;3.203,99;4.484,72;3.080,77;4.116,76;367,96;169,66;2,85;1,78;3,89;13,83;1,07;17,75;8,20;2,39;14,62;10;BBB-
Id_094;2019;PUERTO_RICO;87,26;795,78;6.758,38;9.253,74;7.992,87;8.226,10;1.027,63;326,17;1,96;1,70;4,13;5,54;0,60;8,60;11,11;2,27;13,21;13;BB-
Id_095;2019;PUERTO_RICO;144,04;183,64;397,70;615,55;462,93;486,10;129,45;10,78;4,00;0,30;1,80;5,20;1,10;29,80;21,00;0,60;21,00;9;BBB
Id_097;2019;URUGUAY;929,06;1.879,79;2.119,19;4.678,17;3.709,52;4.208,14;470,03;193,97;1,03;-0,06;4,54;30,78;3,21;40,18;10,05;3,50;11,26;10;BBB-
Id_098;2019;URUGUAY;1,38;8,10;1.466,91;1.819,23;515,91;957,95;861,27;137,96;1,22;-0,28;7,94;9,29;4,34;0,45;47,34;3,35;47,34;9;BBB
Id_099;2019;URUGUAY;715,12;1.060,78;1.901,08;3.313,76;2.555,57;3.075,08;238,68;134,23;3,22;-0,06;4,35;19,78;1,41;32,01;7,20;3,82;11,99;9;BBB
Id_100;2019;URUGUAY;3.780,62;4.960,25;4.502,29;17.343,53;14.532,16;15.420,01;1.923,52;869,65;4,33;-0,76;5,40;26,63;2,93;28,60;11,09;2,99;11,09;9;BBB
Id_101;2019;URUGUAY;1.285,18;2.194,14;2.992,65;5.425,52;4.532,37;4.990,16;435,35;266,69;2,40;1,48;5,38;25,80;2,17;40,44;8,02;3,92;8,02;10;BBB-
Id_102;2019;URUGUAY;237,64;322,65;683,70;1.246,96;896,39;1.177,19;69,78;42,34;2,31;0,91;3,75;11,98;0,77;25,87;5,60;4,54;5,60;8;BBB+
Id_103;2019;URUGUAY;605,50;774,02;1.400,87;3.045,84;2.542,67;2.828,41;217,44;144,91;3,10;2,40;5,08;6,23;0,45;25,41;7,14;5,60;7,14;8;BBB+
Id_104;2019;URUGUAY;41,04;60,31;8,18;97,83;86,63;88,85;8,98;3,44;3,05;0,85;3,57;7,31;0,64;61,65;9,18;3,66;9,18;20;CC
Id_001;2019;PANAMA;43,00;642,60;6.384,20;8.419,90;4.897,80;7.640,90;779,00;156,20;2,02;0,52;2,09;6,53;0,60;7,63;9,25;1,78;13,96;10;BBB-
Id_105;2019;PANAMA;17,70;276,40;1.210,30;1.841,80;1.230,20;1.581,80;260,00;52,60;1,69;0,54;2,94;10,30;1,43;15,01;14,12;2,51;23,30;10;BBB-
Id_108;2018;ARGENTINA;2,55;23,04;197,40;225,10;15,34;206,63;18,48;9,14;1,95;0,63;4,81;18,73;1,27;10,23;8,21;6,63;8,21;16;B-
Id_109;2018;ARGENTINA;34,32;54,89;10,03;193,17;10,24;147,62;45,55;27,50;0,00;-0,12;12,75;27,05;5,69;28,41;23,58;8,37;23,58;16;B-
Id_118;2018;ARGENTINA;4,47;2,86;21,98;28,36;0,00;17,84;10,52;6,73;46,90;28,54;22,83;-132,58;-36,78;10,08;37,09;30,37;37,09;16;B-
Id_110;2018;ARGENTINA;256,42;281,40;740,35;1.298,44;965,98;1.169,18;129,27;58,20;4,78;5,66;5,52;15,08;1,55;21,67;9,96;11,31;9,96;16;B-
Id_111;2018;ARGENTINA;364,51;628,64;861,38;1.705,06;1.208,68;1.496,09;208,97;108,25;2,62;4,10;7,60;27,44;3,32;36,87;12,28;12,18;12,28;16;B-
Id_112;2018;ARGENTINA;119,70;75,43;182,10;373,64;299,43;342,66;30,97;54,92;4,32;3,12;17,33;27,71;2,65;20,19;8,29;21,19;8,29;16;B-
Id_113;2018;ARGENTINA;62,07;38,72;61,37;203,52;35,30;168,09;35,43;27,35;6,17;1,76;15,84;45,90;7,72;19,02;17,41;7,99;17,41;16;B-
Id_002;2018;ARGENTINA;929,27;347,70;2.201,27;4.108,91;2.831,49;3.622,39;486,52;365,70;2,31;3,16;10,92;37,52;4,48;8,46;11,84;9,24;12,80;16;B-
Id_114;2018;ARGENTINA;1.431,97;1.622,91;2.165,92;4.898,41;3.654,65;4.430,30;468,12;376,94;2,61;1,62;9,73;33,56;3,56;33,13;9,56;10,57;12,27;16;B-
Id_115;2018;ARGENTINA;2.093,07;1.953,85;2.347,91;5.979,46;4.417,17;5.540,99;438,47;298,78;6,83;2,54;6,53;33,33;2,83;32,68;7,33;9,59;7,33;16;B-
Id_003;2018;ARGENTINA;234,91;737,87;1.201,89;2.248,98;683,05;1.980,60;268,38;62,41;6,49;3,84;3,11;22,54;2,64;32,81;11,93;13,56;11,93;16;B-
Id_004;2018;ARGENTINA;2.635,78;1.387,51;4.681,14;9.431,23;7.007,50;8.405,12;1.026,11;697,06;2,05;1,92;9,24;28,52;3,48;14,71;10,88;8,85;10,88;15;B
Id_005;2018;ARGENTINA;976,46;323,49;2.469,72;4.836,80;2.862,65;4.380,58;456,22;433,29;2,48;2,72;10,96;35,88;3,24;6,69;9,43;7,87;14,69;16;B-
Id_006;2018;ARGENTINA;892,20;957,85;2.138,07;3.648,57;2.281,68;3.296,22;352,35;268,10;3,86;5,32;8,84;15,14;1,44;26,25;9,66;12,32;12,27;16;B-
Id_119;2018;BOLIVIA;90,06;90,06;1.610,20;1.960,78;1.474,14;1.745,48;215,30;184,66;0,63;0,91;9,93;19,69;2,10;4,59;10,98;6,10;10,98;14;B+
Id_007;2018;BOLIVIA;1.099,23;1.099,23;2.442,43;4.370,69;3.885,60;4.075,54;295,15;173,31;1,57;2,60;4,24;10,38;0,75;25,15;6,75;4,39;6,75;14;B+
Id_008;2018;BOLIVIA;496,83;523,17;3.515,83;5.174,17;4.639,83;4.888,06;286,11;192,94;2,44;0,64;3,80;7,54;0,42;10,11;5,53;3,10;11,74;14;B+
Id_120;2018;BOLIVIA;142,82;158,84;1.156,15;1.525,08;1.346,16;1.427,16;97,92;70,55;1,12;0,57;4,69;13,66;0,84;10,42;6,42;3,60;12,08;14;B+
Id_121;2018;BOLIVIA;6,83;6,83;18,25;30,69;15,69;16,41;14,28;0,90;0,32;0,69;2,83;0,30;0,14;22,25;46,53;6,79;46,53;15;B
Id_122;2018;BOLIVIA;143,46;143,46;1.302,08;1.774,25;1.563,69;1.665,20;109,06;55,51;1,49;0,20;3,26;13,28;0,80;8,09;6,15;2,59;11,01;14;B+
Id_009;2018;BOLIVIA;428,13;433,92;2.570,49;3.824,86;3.118,51;3.571,20;253,66;128,49;1,72;0,31;3,43;13,28;0,85;11,34;6,63;2,05;12,13;14;B+
Id_123;2018;BOLIVIA;311,94;381,72;2.201,52;3.093,11;2.558,44;2.862,94;230,17;142,32;2,04;0,40;4,68;17,90;1,28;12,34;7,44;3,60;11,72;14;B+
Id_010;2018;BOLIVIA;360,72;406,51;2.134,02;2.948,99;2.510,77;2.746,19;202,79;119,49;1,89;0,94;4,15;12,67;0,86;13,78;6,88;2,84;11,29;14;B+
Id_011;2018;BOLIVIA;106,53;106,53;1.692,82;2.284,08;1.933,88;2.123,26;160,82;91,29;0,76;4,88;4,05;5,44;0,38;4,66;7,04;3,80;7,04;14;B+
Id_012;2018;BRAZIL;62,93;8.204,22;12.962,01;26.323,78;3.099,76;23.904,29;2.419,49;1.266,66;10,16;2,54;5,02;11,49;1,09;31,17;9,19;3,10;15,74;12;BB
Id_013;2018;BRAZIL;11,53;141,42;67,91;383,24;199,71;327,20;56,04;7,68;7,22;2,35;2,32;0,44;0,08;36,90;14,62;2,89;21,94;12;BB
Id_014;2018;BRAZIL;33,40;359,64;2.318,75;3.929,84;2.701,02;3.538,46;391,38;486,81;7,67;1,24;12,85;17,63;1,80;9,15;9,96;10,24;14,96;14;B+
Id_015;2018;BRAZIL;12,23;225,47;2.455,42;4.371,87;2.427,13;3.690,36;681,51;477,93;7,22;3,51;11,16;6,42;1,04;5,16;15,59;5,83;12,35;14;B+
Id_016;2018;BRAZIL;5,08;180,17;5.234,27;7.028,65;4.287,65;5.971,43;1.057,22;1.256,47;9,66;4,63;18,35;5,62;0,83;2,56;15,04;8,84;14,08;14;B+
Id_017;2018;BRAZIL;23,20;573,20;649,91;1.413,61;1.084,56;1.301,77;111,84;102,42;6,62;2,06;7,52;17,38;1,34;40,55;7,91;8,68;14,21;12;BB
Id_018;2018;BRAZIL;228,69;3.664,24;8.792,45;19.985,52;13.128,93;18.106,71;1.878,81;1.334,34;12,92;2,32;6,86;14,66;1,40;18,33;9,40;6,03;15,22;13;BB-
Id_019;2018;BRAZIL;47,03;4.361,31;1.060,58;7.208,79;2.767,00;6.823,68;385,11;211,91;10,74;1,97;3,24;12,70;0,74;60,50;5,34;3,09;17,13;13;BB-
Id_020;2018;BRAZIL;0,15;403,08;874,58;1.441,25;529,27;1.083,86;357,39;158,77;7,15;3,11;11,15;16,03;3,90;27,97;24,80;4,47;24,80;13;BB-
Id_021;2018;BRAZIL;1,52;14,76;460,30;497,44;375,51;417,22;80,22;29,30;1,68;-0,04;5,79;11,78;1,87;2,97;16,13;3,61;16,13;12;BB
Id_022;2018;BRAZIL;2,04;78,93;1.340,48;1.714,16;39,67;1.267,80;446,36;102,27;20,85;2,85;5,83;7,40;1,87;4,60;26,04;2,61;16,26;15;B
Id_023;2018;BRAZIL;9,78;35,59;328,71;374,09;304,86;313,23;60,86;18,46;9,45;0,47;4,93;11,78;2,07;9,51;16,27;1,44;15,50;12;BB
Id_024;2018;BRAZIL;0,11;10,83;2.675,57;2.916,26;2.184,47;2.563,08;353,17;379,81;5,30;5,70;13,40;6,20;0,70;0,40;12,10;8,20;13,30;12;BB
Id_025;2018;BRAZIL;3.001,68;51.206,42;78.816,17;207.996,31;65.064,32;190.640,18;17.356,13;9.657,56;10,40;3,63;5,02;19,25;1,69;24,62;8,34;3,27;15,06;12;BB
Id_026;2018;BRAZIL;5.062,41;103.032,11;105.006,92;332.273,01;88.353,44;300.837,77;31.435,24;14.889,81;10,49;2,85;4,62;16,68;1,54;31,01;9,46;3,57;17,80;12;BB
Id_027;2018;BRAZIL;11.599,56;180.083,53;83.385,96;370.345,75;113.028,99;344.998,89;25.346,86;10.351,30;8,79;1,46;2,93;22,77;1,46;48,63;6,84;2,88;18,00;12;BB
Id_028;2018;BRAZIL;2.393,40;80.488,95;179.267,77;326.229,78;134.553,71;305.440,32;20.789,45;12.029,97;10,23;1,51;3,69;13,14;0,82;24,67;6,37;2,99;19,60;13;BB-
Id_029;2018;BRAZIL;879,20;8.128,41;3.188,06;19.262,71;4.232,25;16.993,99;2.268,73;648,31;1,79;0,11;3,68;15,29;1,86;42,20;11,78;3,10;15,85;12;BB
Id_030;2018;BRAZIL;9.591,30;163.706,06;137.442,96;425.794,59;119.618,09;388.593,72;37.200,87;14.992,33;7,97;2,02;3,68;18,40;1,61;38,45;8,74;3,24;18,00;13;BB-
Id_040;2018;COLOMBIA;6.736,19;7.584,95;35.465,82;49.863,21;33.100,51;43.857,79;6.005,42;2.102,07;5,37;2,22;4,40;17,25;2,09;15,21;12,04;4,20;13,55;9;BBB
Id_041;2018;COLOMBIA;2.426,65;3.981,55;14.123,77;19.195,88;15.447,19;17.781,17;1.414,71;818,41;6,22;2,43;4,43;12,91;0,96;20,74;7,37;2,65;12,35;8;BBB+
Id_042;2018;COLOMBIA;4.834,49;8.776,19;53.074,38;67.198,73;43.817,49;59.059,76;8.138,97;3.210,34;7,03;2,30;4,96;11,31;1,34;13,06;12,11;3,61;13,47;9;BBB
Id_043;2018;COLOMBIA;306,59;872,00;6.703,16;9.734,14;5.394,85;8.659,46;1.074,68;310,35;4,62;2,55;3,23;-0,94;-0,11;8,96;11,04;3,35;13,93;10;BBB-
Id_044;2018;COLOMBIA;812,43;1.204,88;8.724,74;11.884,43;7.814,40;10.508,50;1.375,92;600,31;7,20;3,13;5,12;9,71;1,10;10,14;11,58;4,12;12,57;9;BBB
Id_045;2018;COLOMBIA;2.907,96;4.592,26;26.815,68;33.808,72;21.749,86;30.866,66;2.942,07;1.823,05;4,02;2,50;5,65;15,43;1,35;13,58;10,30;3,30;11,93;10;BBB-
Id_046;2018;COLOMBIA;483,05;1.385,68;3.951,84;7.386,73;4.483,74;6.618,79;767,94;276,85;7,65;1,91;3,79;9,91;1,02;18,76;10,40;4,34;10,40;9;BBB
Id_047;2018;COLOMBIA;886,99;4.738,03;4.766,31;10.143,02;6.329,90;9.510,48;632,55;188,61;1,68;1,97;1,95;12,03;0,75;46,71;6,24;2,06;15,90;11;BB+
Id_048;2018;COSTA_RICA;189,67;462,59;4.364,85;5.886,71;4.299,73;4.760,50;1.126,20;248,04;2,27;1,44;4,28;3,20;0,61;7,86;19,13;4,60;19,13;12;BB
Id_049;2018;COSTA_RICA;1.558,50;1.706,32;7.495,72;11.516,01;8.354,24;10.451,40;1.064,61;428,57;6,49;1,77;3,70;3,36;0,30;14,82;9,24;2,97;9,24;13;BB-
Id_051;2018;COSTA_RICA;1.194,60;469,21;6.527,95;9.858,19;7.120,98;8.834,17;1.024,02;317,67;3,69;1,36;3,24;4,23;0,43;4,76;10,39;3,11;10,39;14;B+
Id_053;2018;ECUADOR;920,70;646,57;3.097,34;4.769,07;3.686,12;4.349,05;420,02;209,65;1,74;0,87;4,64;15,32;1,34;13,56;8,81;5,03;13,59;16;B-
Id_054;2018;ECUADOR;1.834,57;1.194,86;8.588,38;12.684,60;10.238,85;11.436,82;1.247,78;807,59;3,63;1,72;6,41;9,41;0,90;9,42;9,84;5,94;12,21;16;B-
Id_056;2018;EL_SALVADOR;879,96;1.026,68;3.237,39;4.520,35;3.174,53;3.998,26;522,09;226,30;1,71;2,06;5,11;12,45;1,49;22,71;11,55;3,21;14,40;15;B
Id_057;2018;EL_SALVADOR;444,50;317,80;1.849,80;2.600,20;1.602,00;2.310,50;289,70;117,80;2,19;2,23;4,63;8,50;0,94;12,22;11,14;3,03;14,26;15;B
Id_058;2018;GUATEMALA;394,95;96,17;1.732,86;3.196,80;2.552,26;2.865,52;331,28;191,18;1,90;0,97;6,38;21,05;2,18;3,01;11,00;3,58;11,00;15;B
Id_117;2018;MEXICO;68,82;68,72;1.468,62;1.857,48;1.567,30;1.613,45;244,03;44,01;10,04;14,68;2,61;9,56;1,26;3,70;13,14;9,33;12,61;16;B-
Id_059;2018;MEXICO;804,23;3.423,20;4.101,84;8.085,95;6.237,66;7.053,37;1.032,58;2.142,56;3,52;6,87;27,90;15,55;1,91;42,34;12,77;23,18;18,19;11;BB+
Id_060;2018;MEXICO;260,77;260,37;1.206,21;1.570,57;130,13;1.018,80;551,77;794,17;2,54;9,48;53,48;18,68;7,17;16,58;35,13;39,54;31,04;9;BBB
Id_061;2018;MEXICO;35,23;128,50;348,99;627,02;171,69;444,66;182,36;97,66;4,86;2,91;15,49;7,86;2,24;20,49;29,08;12,73;20,40;13;BB-
Id_062;2018;MEXICO;3,42;92,20;0,00;110,12;0,05;17,97;92,15;8,12;0,00;0,00;5,86;-16,36;-12,92;83,73;83,68;20,18;133,03;11;BB+
Id_063;2018;MEXICO;3.581,36;11.379,02;34.860,88;70.532,17;35.854,00;64.115,27;6.416,90;3.149,61;2,36;2,90;4,56;15,95;1,45;16,13;9,10;2,76;15,91;8;BBB+
Id_064;2018;MEXICO;11.887,55;25.877,54;59.403,97;105.589,14;56.807,15;95.673,63;9.915,51;6.315,31;2,00;2,89;6,09;24,83;2,28;24,51;9,39;2,99;15,27;7;A-
Id_065;2018;MEXICO;6.869,53;9.137,63;34.293,49;63.503,92;38.017,59;55.316,12;8.187,80;4.371,80;2,24;3,63;7,16;10,79;1,47;14,39;12,89;6,19;13,74;7;A-
Id_066;2018;MEXICO;3.840,81;7.137,45;39.370,17;60.266,70;38.046,44;54.732,54;5.534,16;3.293,53;1,66;2,25;5,77;25,72;2,27;11,84;9,18;3,58;17,17;8;BBB+
Id_067;2018;MEXICO;2.264,27;5.072,49;19.350,00;39.711,25;21.086,19;36.662,51;3.048,73;1.500,22;1,92;2,55;3,95;10,05;0,79;12,77;7,68;3,41;12,33;7;A-
Id_068;2018;MEXICO;1.639,39;6.206,62;12.771,88;21.205,70;7.835,49;15.338,94;5.866,76;1.161,08;2,38;2,56;5,51;11,03;2,93;29,27;27,67;2,15;22,22;8;BBB+
Id_069;2018;MEXICO;1.070,87;2.316,14;8.691,89;11.433,14;6.837,98;9.975,60;1.457,54;586,03;0,94;0,49;5,50;19,39;2,41;20,26;12,75;2,83;16,65;10;BBB-
Id_070;2018;MEXICO;196,91;1.035,85;2.359,58;3.748,15;1.574,30;3.428,26;319,89;114,05;1,99;1,41;3,24;17,65;1,43;27,64;8,53;2,45;13,79;12;BB
Id_071;2018;MEXICO;2.343,70;2.985,58;18.905,90;26.758,75;16.795,56;24.225,13;2.533,62;1.145,51;2,18;1,07;4,60;14,64;1,47;11,16;9,47;3,56;14,12;8;BBB+
Id_072;2018;MEXICO;160,41;333,63;1.971,18;3.181,67;1.465,91;2.920,34;261,34;114,56;1,99;0,95;3,98;10,97;0,93;10,49;8,21;2,96;12,73;12;BB
Id_073;2018;MEXICO;1.276,30;2.423,65;1.257,11;4.897,49;2.204,23;4.575,30;322,19;76,68;2,11;2,76;1,59;14,17;0,86;49,49;6,58;3,60;15,46;11;BB+
Id_074;2018;PANAMA;0,35;58,44;690,17;814,07;241,28;743,15;70,92;14,45;0,78;0,14;1,91;6,48;0,61;7,18;8,71;2,36;14,37;11;BB+
Id_075;2018;PANAMA;0,00;0,61;15,53;17,96;12,95;13,95;4,01;0,51;0,00;0,00;2,57;24,51;5,11;3,41;22,32;34,25;18,65;10;BBB-
Id_076;2018;PANAMA;202,60;1.490,00;11.954,40;18.704,20;12.327,40;16.519,20;2.185,00;610,50;1,77;0,36;3,37;20,42;2,41;7,97;11,68;1,63;19,45;9;BBB
Id_077;2018;PANAMA;704,20;4.241,30;16.247,30;22.751,70;15.768,60;20.059,90;2.691,80;1.217,10;2,73;2,35;5,44;15,30;1,83;18,64;11,83;5,08;13,52;10;BBB-
Id_078;2018;PANAMA;0,95;218,18;1.586,67;1.923,91;860,27;1.700,15;223,76;38,57;2,14;0,32;2,07;5,08;0,61;11,34;11,63;1,54;12,40;14;B+
Id_079;2018;PANAMA;186,50;950,80;7.540,40;9.622,60;6.699,30;8.543,60;1.079,00;336,80;3,91;1,18;3,53;8,95;1,00;9,88;11,21;2,16;14,10;10;BBB-
Id_080;2018;PANAMA;27,20;395,10;3.456,60;4.895,90;2.937,50;4.482,90;413,00;130,30;1,26;0,26;2,72;14,48;1,20;8,07;10,68;2,10;16,13;10;BBB-
Id_081;2018;PANAMA;236,10;2.120,20;4.253,70;9.140,40;8.067,70;8.330,60;809,80;272,50;1,15;0,12;2,89;21,92;2,01;23,20;8,86;1,52;16,63;9;BBB
Id_083;2018;PARAGUAY;168,72;258,74;682,58;1.023,77;851,86;929,96;93,81;25,82;1,79;0,49;2,81;28,95;2,84;25,27;9,16;3,23;9,16;13;BB-
Id_084;2018;PARAGUAY;157,04;120,49;856,08;1.145,90;998,73;1.050,33;95,57;87,96;4,50;5,22;7,97;12,12;0,98;10,52;8,34;6,52;8,34;15;B
Id_085;2018;PARAGUAY;594,42;444,98;2.084,23;2.926,31;1.872,41;2.693,60;232,71;97,21;0,97;1,34;3,61;9,56;0,87;15,21;9,39;2,72;9,39;12;BB
Id_086;2018;PARAGUAY;474,01;854,25;2.213,01;3.518,86;2.255,28;3.051,86;467,00;132,90;1,62;2,93;3,92;18,16;2,40;24,28;13,27;2,42;13,27;12;BB
Id_087;2018;PERU;237,92;300,21;2.979,04;3.836,55;2.524,07;3.307,09;529,47;592,26;5,22;4,63;15,93;26,62;3,63;7,82;13,80;7,98;14,35;8;BBB+
Id_089;2018;PERU;5.618,06;1.809,34;29.994,40;42.597,51;27.744,14;37.517,23;5.080,28;2.246,69;2,94;1,56;5,36;21,32;2,44;4,25;11,93;3,53;14,17;8;BBB+
Id_090;2018;PERU;3.050,46;2.955,53;14.816,39;19.825,94;11.736,08;17.213,61;2.612,33;1.135,01;3,81;2,58;6,00;15,37;2,01;14,91;13,18;2,89;15,77;7;A-
Id_091;2018;PERU;2.886,51;4.235,78;16.200,80;22.230,27;15.122,29;19.754,08;2.476,19;938,10;2,94;1,39;4,17;18,95;1,95;19,05;11,14;2,35;14,95;8;BBB+
Id_092;2018;PERU;2.287,25;2.445,54;9.714,88;13.972,01;9.286,54;12.398,70;1.573,32;755,71;2,62;2,64;5,51;21,34;2,30;17,50;11,26;3,19;15,79;9;BBB
Id_093;2018;PERU;776,58;341,45;3.017,61;4.163,27;3.006,58;3.847,82;315,45;159,89;2,90;1,71;3,98;11,54;0,86;8,20;7,58;2,19;13,35;10;BBB-
Id_094;2018;PUERTO_RICO;68,03;386,09;4.595,83;6.529,70;5.124,41;5.545,98;983,72;319,94;3,62;1,27;5,05;9,13;1,32;5,91;15,07;2,82;19,68;13;BB-
Id_095;2018;PUERTO_RICO;104,99;104,69;460,33;585,68;433,32;462,79;122,90;13,99;2,40;0,50;2,40;7,50;1,50;17,90;21,00;0,60;21,00;9;BBB
Id_097;2018;URUGUAY;848,56;1.863,19;2.110,48;4.446,80;3.388,06;3.997,05;449,75;186,72;1,28;-0,06;4,49;27,73;2,76;41,90;10,11;3,70;10,11;10;BBB-
Id_098;2018;URUGUAY;2,30;10,52;1.608,51;1.907,94;575,48;1.017,76;890,18;150,08;1,40;-0,23;8,15;6,16;2,86;0,55;46,66;4,07;46,66;9;BBB
